80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
80.1,60.0,160.3,58.7,90.0,2283.4,115.8,2269.8
80.1,60.0,160.3,58.7,90.0,2283.4,115.8,2269.8
72.0,53.4,143.0,51.4,76.2,2276.7,103.9,2260.4
72.0,53.4,143.0,51.4,76.2,2276.7,103.9,2260.4
72.0,53.4,143.0,51.4,76.2,2276.7,103.9,2260.4
72.0,53.4,143.0,51.4,76.2,2276.7,103.9,2260.4
65.8,48.4,129.7,45.7,65.6,2271.6,94.8,2253.2
65.8,48.4,2329.7,45.7,65.6,2271.6,94.8,53.2
65.8,48.4,2329.7,45.7,65.6,2271.6,94.8,53.2
65.8,48.4,2329.7,45.7,65.6,2271.6,94.8,53.2
63.3,46.4,2324.4,43.5,61.4,2269.6,91.1,50.3
63.3,46.4,2324.4,43.5,61.4,2269.6,91.1,50.3
63.3,46.4,2324.4,43.5,2261.4,2269.6,2291.1,50.3
63.3,46.4,2324.4,43.5,2261.4,69.6,2291.1,50.3
62.0,45.4,2321.8,42.3,2259.3,68.5,2289.3,48.8
62.0,45.4,2321.8,42.3,2259.3,68.5,2289.3,48.8
62.0,45.4,2321.8,42.3,2259.3,68.5,2289.3,48.8
62.0,45.4,121.8,42.3,2259.3,68.5,2289.3,48.8
61.4,44.9,120.4,41.8,2258.2,68.0,2288.4,48.1
61.4,44.9,120.4,41.8,2258.2,68.0,2288.4,48.1
61.4,44.9,120.4,41.8,2258.2,68.0,2288.4,48.1
61.4,44.9,120.4,41.8,2258.2,68.0,2288.4,48.1
67.0,49.4,132.4,46.9,2267.7,72.6,2296.6,54.6
67.0,49.4,132.4,46.9,67.7,72.6,2296.6,54.6
67.0,393.4,132.4,46.9,67.7,72.6,2296.6,54.6
67.0,49.4,132.4,46.9,67.7,72.6,96.6,54.6
75.8,56.4,151.0,54.8,82.6,79.8,109.4,64.7
75.8,56.4,151.0,54.8,82.6,79.8,109.4,64.7
75.8,56.4,151.0,54.8,154.6,195.8,109.4,64.7
75.8,56.4,151.0,54.8,82.6,79.8,109.4,64.7
77.0,57.4,153.7,91.9,84.7,80.8,111.3,66.2
77.0,57.4,153.7,55.9,84.7,80.8,265.3,66.2
517.0,57.4,153.7,55.9,84.7,80.8,265.3,206.2
77.0,57.4,153.7,55.9,84.7,80.8,111.3,66.2
78.3,58.4,180.3,57.0,86.8,81.8,113.1,67.6
78.3,58.4,180.3,57.0,86.8,81.8,113.1,67.6
78.3,58.4,156.3,57.0,86.8,81.8,113.1,67.6
78.3,58.4,156.3,57.0,86.8,81.8,113.1,67.6
80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
80.1,60.0,160.3,58.7,90.0,83.4,115.8,69.8
81.4,61.0,163.0,59.8,92.1,84.4,117.7,71.2
81.4,61.0,163.0,59.8,92.1,84.4,117.7,71.2
81.4,61.0,163.0,59.8,92.1,84.4,117.7,71.2
81.4,61.0,163.0,59.8,92.1,84.4,117.7,71.2
84.5,63.5,169.6,62.7,97.4,86.9,122.2,74.8
