710.2,426.2,1275.8,1288.0,1647.9
600.7,322.5,840.2,840.7,982.9
696.6,501.5,1015.8,1013.7,1721.4
732.9,336.8,726.8,731.3,1435.5
490.9,384.3,685.0,691.5,1051.7
307.0,391.0,919.2,928.0,1652.4
365.1,417.6,600.5,606.2,1407.3
274.2,328.5,657.8,664.1,1139.1
263.6,489.4,868.7,877.0,1568.7
353.7,279.8,657.1,663.4,1543.0
231.1,492.1,671.7,678.1,1062.4
323.4,451.6,899.0,895.2,1684.7
390.5,335.8,649.2,645.5,1569.1
252.8,490.8,920.9,929.7,1159.7
258.5,418.0,643.4,649.5,1767.8
318.9,338.3,747.2,754.3,5305.8
228.1,465.9,760.4,767.6,6270.4
354.3,458.3,812.0,819.7,5235.2
247.6,315.5,638.8,644.9,6094.8
287.5,480.2,951.7,960.7,5019.3
313.7,458.7,565.1,566.8,5285.8
386.3,375.2,1030.7,1027.5,6817.6
273.9,536.7,849.3,852.4,6742.5
366.2,1575.8,607.4,613.2,6696.2
209.3,2226.2,954.2,963.3,7004.2
368.1,2054.5,812.7,820.4,5622.2
315.9,2307.9,657.8,664.1,4283.7
233.7,1771.6,905.9,914.5,5331.8
367.2,1563.8,891.0,899.5,5349.8
312.7,2003.6,613.5,619.4,5164.9
298.8,2013.5,979.4,980.6,4912.2
418.9,2018.1,945.1,941.7,4508.0
353.4,2084.6,680.3,684.9,4346.2
236.1,1669.8,1020.9,1030.6,4308.0
359.2,1272.3,3064.1,3093.2,4853.5
336.6,1583.5,3621.1,3655.6,5359.0
207.8,1539.0,2973.4,3002.2,5198.1
342.9,1484.1,3469.9,3503.4,4972.5
1129.1,1395.9,2848.8,2876.4,5371.0
1343.4,1268.8,2990.9,3019.8,5008.1
1105.8,1191.3,3838.4,3864.4,5035.9
1286.2,1178.6,3810.0,3837.6,5026.4
991.0,1101.1,3742.7,3779.6,4828.2
1045.7,1170.5,3920.6,3959.1,4933.7
1313.1,1077.1,3470.2,3091.8,4389.5
1306.2,1138.8,2850.0,2311.5,4343.7
1529.4,1424.1,3453.1,3422.8,4392.2
1682.7,1316.3,3219.6,3620.0,4398.9
1350.1,1303.1,2772.5,3485.3,4415.7
934.8,1310.7,2618.6,3028.7,4381.2
1044.8,1290.0,2424.2,2436.9,4487.1
1010.2,1305.2,2325.4,2344.0,4406.7
964.2,1183.9,2290.2,2313.9,4402.0
1198.7,1651.0,2185.0,2207.7,4402.0
1100.0,1659.8,2320.1,2344.1,4963.6
1076.9,1661.8,2258.2,2281.6,5400.8
1116.6,1717.8,2427.7,2452.3,5220.2
1279.7,1974.9,3508.5,3543.3,5714.4
1277.3,1918.6,3157.6,3189.1,6650.0
1694.8,2450.0,4250.5,4283.7,7404.9
1790.5,2524.8,4450.4,4483.0,8276.1
1849.4,2374.8,4045.9,4085.2,7644.8
1338.6,1972.7,3003.1,3033.7,5841.0
1330.7,2079.0,2726.0,2728.3,5658.6
1519.7,2209.1,3474.5,2936.4,5909.7
1459.4,2048.0,3416.5,2884.3,5947.6
1506.6,2429.4,3491.3,2959.8,5924.5
1471.6,2198.3,3684.3,3161.0,6308.5
1554.7,2164.0,3817.4,3323.3,6580.3
1711.5,2264.9,4124.7,4282.8,6912.2
1577.2,2133.4,3775.5,3928.3,6509.5
1502.1,2027.3,3646.2,3806.5,6135.6
1211.0,1567.9,3655.8,3797.7,6262.4
1214.3,1600.9,4025.0,4175.1,6314.3
1179.7,1525.4,4199.9,4364.5,6098.4
1198.0,1569.5,4106.8,4268.0,6427.6
1209.3,1588.7,3899.7,4054.6,6301.0
1293.5,1507.6,4469.6,4649.3,6240.7
1458.9,1617.7,3965.2,4123.4,6474.5
1437.7,1573.6,3714.6,3850.8,5485.8
1272.9,1551.9,3529.5,3673.4,5462.3
1559.7,1601.9,3693.6,3846.5,5445.9
1281.2,1523.4,3532.3,3678.1,5280.0
1171.3,1593.7,2990.4,3648.9,5370.6
1190.2,1599.8,3155.3,3861.9,5433.0
1162.6,1567.9,2942.8,3644.8,5484.3
1149.3,1601.1,3029.2,3734.6,5427.6
1168.4,1607.5,3110.1,3813.7,5563.5
1211.9,1639.0,2990.8,3070.2,5446.5
1229.9,1625.6,3184.8,3203.3,5490.4
1192.3,1597.5,3030.3,3057.3,5591.8
1157.6,1591.8,3019.2,3047.9,5401.1
1184.9,1615.9,3131.5,3161.4,5544.7
1185.8,1651.4,2972.0,3000.3,5420.2
1135.0,1597.8,3093.2,3122.7,5416.2
1219.1,1677.0,3141.5,3171.5,5798.2
1155.9,1609.0,3056.3,3085.4,5410.5
1141.3,1589.9,3111.2,3140.9,5518.9
1300.6,1711.1,3210.7,3230.1,5702.4
1208.9,1733.6,3216.3,3236.4,5539.1
1206.4,2131.1,3113.7,3143.3,5540.0
1215.7,2144.6,3101.8,3131.3,5374.1
1162.0,2109.6,3091.1,3120.5,5321.9
1256.1,1698.0,3121.7,3151.4,5409.3
1188.1,1634.4,3228.3,3259.1,5316.2
1167.1,1628.8,3112.4,3142.0,5422.1
1241.0,1679.1,3241.8,3272.7,5460.8
1177.1,1651.5,3173.0,3203.2,5374.9
1305.5,1648.9,3161.2,3178.3,5367.8
1294.5,1645.2,3332.3,3355.4,5421.5
1201.5,1588.5,3130.4,3160.2,5388.2
1225.4,1580.5,3131.0,3160.8,5232.5
1287.5,1608.3,3204.6,3235.1,5426.4
1536.1,1613.7,3140.0,3169.9,5323.8
1550.0,1594.1,3275.5,3306.7,5242.1
1526.5,1612.0,3199.5,3229.9,5411.7
1188.7,1557.2,3152.3,3182.3,5364.2
1242.1,1577.7,3230.0,3260.1,6362.9
1320.1,1648.9,3290.2,3456.9,6423.9
1249.4,1546.2,3290.6,3891.7,6207.0
1262.7,1619.0,3722.2,3884.7,5513.7
1221.1,1594.6,3693.3,3838.2,5288.7
1222.2,1520.5,3593.2,3055.7,5190.6
1250.9,1636.1,3147.6,3177.5,5391.7
1170.2,1540.3,3137.7,3167.6,5220.1
1188.0,1544.4,3033.5,3062.3,5286.0
1208.4,1619.3,3183.2,3213.5,5331.8
1166.9,1531.2,3037.2,3064.9,5102.9
1289.0,1626.6,3085.8,3102.8,5655.3
1237.3,1610.9,3225.4,3248.6,5656.1
1174.2,1532.6,2957.8,2986.0,5517.7
1196.6,1573.9,3100.7,3130.2,5573.7
0.0,0.0,1409.8,1437.5,3721.3
0.0,0.0,1241.8,1267.8,3572.0
0.0,0.0,1428.9,1456.8,3691.2
0.0,0.0,1304.2,1330.8,3707.8
1060.1,1521.1,2881.6,2910.2,5329.2
1057.2,1552.0,3004.5,3032.4,5626.1
1130.7,1558.5,2939.3,2955.4,5486.3
1075.6,1527.0,3009.9,3032.9,5440.4
1004.3,1497.8,2924.8,2954.4,5576.2
981.1,1437.8,2804.7,2833.1,2092.0
986.4,1457.5,2864.6,2893.6,2088.7
1028.2,1509.5,2902.7,2932.1,665.4
316.9,765.7,2182.6,2211.3,0.0
320.7,831.1,2144.8,2173.2,0.0
323.7,821.5,2159.7,2188.3,1686.5
338.7,806.9,2396.1,2424.5,3645.7
524.6,983.8,2551.2,2570.2,5295.2
